title,id,release_date,vote_average
Toy Story 3,10193,2010-06-16,7.799
Don't Be Bad,359156,2015-09-08,7.798
Into the Wild,5915,2007-09-21,7.8
No Game No Life: Zero,445030,2017-07-15,7.8
Whiplash,367412,2013-01-18,7.797
Land of Mine,335578,2015-12-03,7.795
The Perks of Being a Wallflower,84892,2012-09-20,7.796
Gifted Hands: The Ben Carson Story,22683,2009-02-07,7.795
Rififi,934,1955-04-13,7.795
Die Hard,562,1988-07-15,7.795
Polisse,71157,2011-10-06,7.792
Presto,13042,2008-06-27,7.8
Brokeback Mountain,142,2005-10-22,7.8
Scent of a Woman,9475,1992-12-23,7.791
L.A. Confidential,2118,1997-09-19,7.791
A Woman Under the Influence,29845,1974-11-18,7.79
Rocky,1366,1976-11-20,7.789
Gran Turismo,980489,2023-08-09,7.787
The Wind Rises,149870,2013-07-20,7.788
The Wrong Trousers,531,1993-12-17,7.8
Freaks,136,1932-01-01,7.788
The Girl Who Leapt Through Time,14069,2006-07-15,7.8
Day for Night,1675,1973-05-24,7.786
A Short Film About Love,31056,1988-08-21,7.8
The Dinner Game,9421,1998-04-15,7.782
The Promised Land,980026,2023-10-05,7.786
Dune,438631,2021-09-15,7.785
God's Own Country,428493,2017-08-31,7.784
The Dark Knight Rises,49026,2012-07-17,7.784
Perfect Days,976893,2023-11-10,7.785
The Last Laugh,5991,1924-12-23,7.8
Straight Outta Compton,277216,2015-08-11,7.782
The King of Comedy,262,1982-12-18,7.8
Forbidden Games,5000,1952-05-09,7.78
In the Arms of an Assassin,652722,2019-12-06,7.778
Luck,585511,2022-08-05,7.779
Never Look Away,423612,2018-10-03,7.774
Angel's Egg,15916,1985-12-15,7.8
Letter from an Unknown Woman,946,1948-04-28,7.8
The Twilight Samurai,12496,2002-11-02,7.8
Awakenings,11005,1990-12-04,7.773
Dogville,553,2003-05-21,7.8
Donnie Darko,141,2001-01-19,7.773
The Normal Heart,113833,2014-05-25,7.772
Nine Queens,18079,2000-08-31,7.772
Guy Ritchie's The Covenant,882569,2023-04-19,7.771
Everything Everywhere All at Once,545611,2022-03-24,7.771
The Best Years of Our Lives,887,1946-12-25,7.8
The Man Who Shot Liberty Valance,11697,1962-04-13,7.8
The Heist of the Century,609242,2020-01-16,7.768
Short Term 12,169813,2013-08-23,7.768
A Man Called Otto,937278,2022-12-28,7.766
Teen Titans: Trouble in Tokyo,16237,2006-09-15,7.766
Back to the Future Part II,165,1989-11-22,7.8
Life of Brian,583,1979-08-17,7.765
The Untouchables,117,1987-06-03,7.8
Ernest & Celestine,126319,2012-12-12,7.8
Wings of Desire,144,1987-09-23,7.763
All Quiet on the Western Front,143,1930-04-29,7.763
Fanny and Alexander,5961,1982-12-17,7.762
Through a Glass Darkly,11602,1961-10-16,7.8
Le Samouraï,5511,1967-10-25,7.761
Amour,86837,2012-09-20,7.76
Big Fish,587,2003-12-25,7.76
Partly Cloudy,24480,2009-05-28,7.759
The Ten Commandments,6844,1956-10-05,7.758
Ip Man,14756,2008-12-12,7.758
Rain Man,380,1988-12-12,7.8
Train to Busan,396535,2016-07-20,7.8
The King and the Mockingbird,22504,1980-03-19,7.757
Shelter,17483,2007-06-16,7.757
A Walk to Remember,10229,2002-01-25,7.756
Pan's Labyrinth,1417,2006-10-10,7.756
Past Lives,666277,2023-06-02,7.8
The Hateful Eight,273248,2015-12-25,7.8
The Chaser,13855,2008-02-14,7.755
Arthur the King,618588,2024-03-15,7.75
Nothing Left to Do But Cry,27670,1984-12-20,7.754
Deep Red,20126,1975-03-07,7.754
Mustang,336804,2015-06-17,7.8
Hustle,705861,2022-06-03,7.752
Misery,1700,1990-11-30,7.75
How to Train Your Dragon: The Hidden World,166428,2019-01-03,7.751
Zootopia,269149,2016-02-11,7.75
Instructions Not Included,211954,2013-07-20,7.749
Touch of Evil,1480,1958-03-30,7.749
Do the Right Thing,925,1989-06-14,7.7
The Color Purple,873,1985-12-18,7.751
Harry Potter and the Deathly Hallows: Part 1,12444,2010-11-17,7.747
Ninja Scroll,14282,1993-06-05,7.7
The Seven Deadly Sins: Cursed by Light,843241,2021-07-02,7.744
Two Is a Family,382591,2016-12-07,7.7
Shrek,808,2001-05-18,7.744
Platoon,792,1986-12-19,7.743
Notorious,303,1946-08-21,7.742
Annie Hall,703,1977-04-19,7.7
A Million Miles Away,1002185,2023-09-08,7.741
RRR,579974,2022-03-24,7.7
Still Walking,25050,2008-06-28,7.7
Ponyo,12429,2008-07-19,7.741
The King's Speech,45269,2010-11-26,7.739
Crooks in Clover,25253,1963-11-27,7.74
Mystic River,322,2003-10-07,7.739
The Breakfast Club,2108,1985-02-15,7.738
Marriage Italian Style,49687,1964-12-18,7.7
Accattone,12491,1961-09-25,7.7
Straight Outta Nowhere: Scooby-Doo! Meets Courage the Cowardly Dog,843906,2021-09-14,7.736
Safety Last!,22596,1923-04-01,7.734
The Red Balloon,15265,1956-08-24,7.7
Slumdog Millionaire,12405,2008-11-12,7.734
Underground,11902,1995-05-13,7.7
The Exorcist,9552,1973-12-26,7.734
Marriage Story,492188,2019-09-28,7.734
Big Hero 6,177572,2014-10-24,7.732
The Leopard,1040,1963-03-27,7.7
"I, Daniel Blake",374473,2016-10-21,7.731
PlayTime,10227,1967-12-13,7.7
The Blues Brothers,525,1980-06-16,7.7
The Celebration,309,1998-06-19,7.731
Batman: Under the Red Hood,40662,2010-07-27,7.728
Ali: Fear Eats the Soul,216,1974-03-05,7.73
"Batman: The Dark Knight Returns, Part 1",123025,2012-08-21,7.729
Beauty and the Beast,10020,1991-10-22,7.729
The Chorus,5528,2004-03-17,7.7
Vivre Sa Vie,1626,1962-09-20,7.7
Temple Grandin,33602,2010-02-06,7.7
Cool Hand Luke,903,1967-11-01,7.7
Mother,30018,2009-05-28,7.7
Three Steps Above Heaven,61979,2010-12-03,7.725
A Matter of Life and Death,28162,1946-12-15,7.7
L'Eclisse,21135,1962-04-13,7.725
Sword Art Online: The Movie – Ordinal Scale,413594,2017-02-18,7.7
My Mom Is a Character,203217,2013-06-21,7.7
The Avengers,24428,2012-04-25,7.724
Magnolia,334,1999-12-17,7.7
Knockin' on Heaven's Door,158,1997-02-20,7.724
Poor Things,792307,2023-12-07,7.7
John Wick: Chapter 4,603692,2023-03-22,7.7
Rush,96721,2013-09-02,7.723
The Sound of Music,15121,1965-03-29,7.7
Selena,16052,1997-03-21,7.7
Holding the Man,337960,2015-08-27,7.72
All Quiet on the Western Front,49046,2022-10-07,7.719
Azur & Asmar: The Princes' Quest,19026,2006-05-21,7.7
Philadelphia,9800,1993-12-22,7.72
Who's Afraid of Virginia Woolf?,396,1966-06-22,7.7
The Killer,938008,2022-07-13,7.717
Manhattan,696,1979-04-25,7.719
The Straight Story,404,1999-10-15,7.7
Edward Scissorhands,162,1990-12-07,7.718
Rurouni Kenshin: The Final,602063,2021-04-23,7.7
Red Shoes and the Seven Dwarfs,486589,2019-07-25,7.719
Sound of Metal,502033,2020-11-20,7.7
Back to the Outback,770254,2021-12-03,7.7
Rich in Love,656563,2020-04-30,7.716
Harry Potter and the Chamber of Secrets,672,2002-11-13,7.715
Hotel Rwanda,205,2004-12-22,7.715
Belle,776305,2021-07-16,7.7
Pride,234200,2014-09-12,7.714
Hiroshima Mon Amour,5544,1959-06-10,7.7
The Sacrifice,24657,1986-05-09,7.7
Tetris,726759,2023-03-15,7.711
Fallen Angels,11220,1995-09-06,7.7
The Bridges of Madison County,688,1995-06-02,7.7
Kabhi Khushi Kabhie Gham,10757,2001-12-14,7.7
Batman Begins,272,2005-06-10,7.711
The Incredibles,9806,2004-10-27,7.71
Prey,766507,2022-08-02,7.708
Nightcrawler,242582,2014-10-23,7.708
Don't Blame the Kid,369299,2016-05-13,7.707
My Little Pony: A New Generation,597316,2021-09-22,7.7
BPM (Beats per Minute),451945,2017-08-23,7.7
Cowboy Bebop: The Movie,11299,2001-09-01,7.706
The Maltese Falcon,963,1941-10-18,7.7
PK,297222,2014-12-18,7.705
The Children's Hour,20139,1961-12-19,7.7
Kwaidan,30959,1965-01-06,7.7
Monsieur Verdoux,30588,1947-09-26,7.7
Cousins,613868,2019-12-10,7.7
Fried Green Tomatoes,1633,1991-12-27,7.703
Day & Night,40619,2010-06-17,7.702
White Snake,573699,2019-01-11,7.701
For Love and Gold,23832,1966-04-07,7.7
The Outlaws,479718,2017-10-03,7.7
Divines,393729,2016-08-31,7.7
Maudie,359784,2016-06-16,7.699
Cléo from 5 to 7,499,1962-04-11,7.699
"Duck, You Sucker",336,1971-10-20,7.7
Rurouni Kenshin Part III: The Legend Ends,221732,2014-09-13,7.698
The Broken Circle Breakdown,137182,2012-10-09,7.698
"Germany, Year Zero",8016,1948-12-01,7.698
The Trial of the Chicago 7,556984,2020-09-25,7.697
The Turin Horse,81401,2011-03-31,7.7
Descendants 3,506574,2019-08-02,7.696
The Man from Nowhere,51608,2010-08-04,7.696
The Holdovers,840430,2023-10-27,7.693
Boys,244063,2014-01-08,7.7
Dreams,12516,1990-05-11,7.694
Jean de Florette,4480,1986-08-27,7.7
Fiddler on the Roof,14811,1971-11-03,7.693
Constantine: City of Demons - The Movie,539517,2018-10-04,7.692
Spirit: Stallion of the Cimarron,9023,2002-05-24,7.692
Inherit the Wind,1908,1960-07-07,7.691
The Ox-Bow Incident,980,1942-12-03,7.7
Little Miss Sunshine,773,2006-07-26,7.691
Stalag 17,632,1953-05-29,7.69
If Anything Happens I Love You,713776,2020-03-07,7.688
The Martian,286217,2015-09-30,7.688
Moonrise Kingdom,83666,2012-05-16,7.7
My Night at Maud's,48831,1969-06-04,7.7
Black Swan,44214,2010-12-03,7.688
A Charlie Brown Christmas,13187,1965-12-09,7.687
Harry Potter and the Half-Blood Prince,767,2009-07-15,7.687
The Searchers,3114,1956-05-16,7.685
Charade,4808,1963-12-01,7.7
Brief Encounter,851,1945-11-24,7.7
Marcel the Shell with Shoes On,869626,2022-06-24,7.681
Meshes of the Afternoon,27040,1943-01-01,7.7
The Gentlemen,522627,2020-01-01,7.68
Free Fall,167581,2013-05-27,7.68
Nosferatu,653,1922-02-16,7.681
No Manches Frida,375794,2016-09-02,7.7
Embrace of the Serpent,336808,2015-05-25,7.7
Bacurau,446159,2019-08-29,7.678
Fireworks,5910,1997-10-30,7.7
The Young Girls of Rochefort,2433,1967-03-08,7.7
Rurouni Kenshin: The Beginning,672322,2021-06-04,7.7
Onward,508439,2020-02-29,7.677
The Princess Bride,2493,1987-09-25,7.677
"Black Cat, White Cat",1075,1998-06-01,7.7
Harry Potter and the Order of the Phoenix,675,2007-07-08,7.677
Eddie Murphy: Delirious,15251,1983-10-15,7.675
The Blind Side,22881,2009-11-20,7.674
How to Train Your Dragon 2,82702,2014-06-05,7.7
The Count of Monte Cristo,11362,2002-01-23,7.7
High Noon,288,1952-06-09,7.7
Tangerines,238628,2013-10-16,7.672
Mississippi Burning,1632,1988-12-08,7.7
Entergalactic,1027014,2022-09-28,7.7
Harvey,11787,1950-12-04,7.669
The Warriors,11474,1979-02-01,7.7
The Traitor,575452,2019-05-23,7.7
Little Eggs: A Frozen Rescue,573171,2022-12-14,7.7
Brazil,68,1985-02-20,7.669
My Policeman,744114,2022-10-20,7.666
Father There Is Only One,587272,2019-08-02,7.7
12 Angry Men,12219,1997-08-17,7.668
Onibaba,3763,1964-11-21,7.7
The Woman King,724495,2022-09-16,7.666
Mira,864101,2022-12-22,7.7
Ricky Gervais: Humanity,508933,2018-03-13,7.666
Shottas,13830,2002-02-27,7.7
Scooby-Doo on Zombie Island,13151,1998-09-22,7.7
Memoirs of a Geisha,1904,2005-12-06,7.665
Primal Fear,1592,1996-03-06,7.7
Strangers on a Train,845,1951-06-27,7.665
Jaws,578,1975-06-20,7.663
The Batman,414906,2022-03-01,7.7
My Mom Is a Character 2,227932,2016-12-22,7.7
Cast Away,8358,2000-12-22,7.663
What's Eating Gilbert Grape,1587,1993-12-17,7.662
The Terminator,218,1984-10-26,7.662
Sleuth,993,1972-12-10,7.7
Drishyam,352173,2015-07-30,7.7
Sniper: The White Raven,966220,2022-05-03,7.659
Aftersun,965150,2022-10-21,7.7
Captain America: The Winter Soldier,100402,2014-03-20,7.659
Three Colors: Blue,108,1993-09-08,7.7
Hunt for the Wilderpeople,371645,2016-03-31,7.7
Lucky and Zorba,49992,1998-12-22,7.658
October Sky,13466,1999-02-19,7.658
The Hustler,990,1961-09-25,7.657
System Crasher,567410,2019-09-19,7.656
The Secret World of Arrietty,51739,2010-07-16,7.656
My Friends Act II,24160,1982-12-22,7.656
Threads,17835,1984-09-23,7.7
All the President's Men,891,1976-04-09,7.656
Kind Hearts and Coronets,11898,1949-06-21,7.655
Breakfast at Tiffany's,164,1961-10-06,7.655
Fantastic Planet,16306,1973-12-01,7.654
Deadpool & Wolverine,533535,2024-07-24,7.654
Fireproof,14438,2008-09-26,7.7
Girl in the Basement,801335,2021-02-27,7.652
"Miraculous: Ladybug & Cat Noir, The Movie",496450,2023-07-05,7.7
The Conformist,8416,1970-07-01,7.7
Geri's Game,13929,1997-11-24,7.651
The Killing,247,1956-06-06,7.7
Berserk: The Golden Age Arc III - The Advent,144288,2013-02-01,7.65
Taste of Cherry,30020,1997-09-28,7.7
King Richard,614917,2021-11-18,7.649
All the Bright Places,342470,2020-02-28,7.649
Ask Me If I'm Happy,50531,2000-12-15,7.649
Aladdin,812,1992-11-25,7.649
Corpus Christi,471707,2019-09-10,7.6
Fabricated City,435366,2017-02-09,7.6
Roma,426426,2018-11-21,7.6
Detachment,74308,2011-04-24,7.6
The Last Picture Show,25188,1971-10-03,7.6
Iron Man,1726,2008-04-30,7.647
The Big Heat,14580,1953-10-14,7.6
Fitzcarraldo,9343,1982-03-02,7.6
Sonic the Hedgehog 3,939243,2024-12-19,7.664
I Vitelloni,12548,1953-09-17,7.6
Andhadhun,534780,2018-10-05,7.644
Laurence Anyways,110160,2012-05-18,7.644
The World's Fastest Indian,9912,2005-10-12,7.644
Planet of the Apes,871,1968-02-07,7.644
"tick, tick... BOOM!",537116,2021-11-11,7.643
"Quo Vadis, Aida?",728118,2021-02-26,7.642
The Kissing Booth 2,583083,2020-07-24,7.6
"Like Father, Like Son",177945,2013-09-24,7.643
The Graduate,37247,1967-12-21,7.6
Atonement,4347,2007-02-27,7.6
Time of the Gypsies,20123,1988-12-21,7.641
Boogie Nights,4995,1997-10-10,7.641
All About My Mother,99,1999-04-16,7.6
The Super Mario Bros. Movie,502356,2023-04-05,7.6
White Heat,15794,1949-09-02,7.64
Mickey's Christmas Carol,14813,1983-10-19,7.6
Il Divo,8832,2008-05-28,7.64
Viridiana,4497,1962-04-01,7.6
Mysterious Skin,11171,2005-03-30,7.6
The Eight Mountains,803700,2022-12-21,7.638
Cat on a Hot Tin Roof,261,1958-08-29,7.638
Bad Seeds,498249,2018-11-21,7.6
Mediterraneo,38251,1991-02-02,7.637
The Man from Earth,13363,2007-06-10,7.6
Arsenic and Old Lace,212,1944-09-01,7.637
A Dog's Purpose,381289,2017-01-19,7.636
A Little Princess,19101,1995-05-10,7.6
Remember the Titans,10637,2000-09-29,7.6
Another Round,580175,2020-09-24,7.634
One Cut of the Dead,513434,2017-11-04,7.633
Victoria,320007,2015-06-11,7.633
Kubo and the Two Strings,313297,2016-08-18,7.633
Wrath of Man,637649,2021-04-22,7.632
Kingsman: The Secret Service,207703,2015-01-24,7.631
I'm Starting from Three,13386,1981-03-05,7.631
In the Heat of the Night,10633,1967-08-02,7.631
The Lost Weekend,28580,1945-11-29,7.6
Godzilla,1678,1954-11-03,7.632
Lilya 4-ever,12093,2002-08-23,7.6
Mortal Kombat Legends: Battle of the Realms,841755,2021-08-30,7.628
Dave Chappelle: Sticks & Stones,624932,2019-08-26,7.628
The Longest Ride,228205,2015-04-09,7.628
Edge of Tomorrow,137113,2014-05-27,7.627
Beating Hearts,959604,2024-10-16,7.6
Le Cercle Rouge,11657,1970-10-19,7.625
Amores Perros,55,2000-06-16,7.6
The Banker,627725,2020-03-06,7.624
Steins;Gate: The Movie - Load Region of Déjà Vu,225745,2013-04-20,7.6
Operation Y and Other Shurik's Adventures,20875,1965-07-24,7.624
The Spirit of the Beehive,4495,1973-10-08,7.6
Breakthrough,514439,2019-04-10,7.623
Deadpool,293660,2016-02-09,7.623
Elemental,976573,2023-06-14,7.622
Sin Nombre,21191,2009-03-20,7.6
The Philadelphia Story,981,1940-12-05,7.619
The Ultimate Gift,14624,2007-03-09,7.6
The Tenant,11482,1976-05-26,7.618
The Fabelmans,804095,2022-11-11,7.6
Get Out,419430,2017-02-24,7.616
Mad Max: Fury Road,76341,2015-05-13,7.6
The Last Emperor,746,1987-10-04,7.617
Battleship Potemkin,643,1925-12-24,7.617
My Hero Academia: World Heroes' Mission,768744,2021-08-06,7.6
Persian Lessons,581577,2020-04-17,7.6
Guardians of the Galaxy Vol. 2,283995,2017-04-19,7.616
Blue Velvet,793,1986-09-19,7.616
Avatar: The Way of Water,76600,2022-12-14,7.615
Vampire Hunter D: Bloodlust,15999,2000-08-25,7.6
Being There,10322,1979-12-19,7.6
The Sicilian Clan,4235,1969-12-05,7.615
Children of Men,9693,2006-09-22,7.614
Anastasia,9444,1997-11-20,7.613
The Little Prince,309809,2015-07-29,7.612
Night of the Living Dead,10331,1968-10-04,7.612
Stagecoach,995,1939-03-03,7.612
Who Am I,284427,2014-09-25,7.611
The Killer,10835,1989-03-24,7.6
The Others,1933,2001-08-02,7.61
To All the Boys I've Loved Before,466282,2018-08-16,7.608
Seven Pounds,11321,2008-12-18,7.609
Groundhog Day,137,1993-02-11,7.6
A Man Called Ove,348678,2015-12-25,7.6
Maurice,26371,1987-09-18,7.608
Brother,20992,1997-12-12,7.608
Harold and Maude,343,1971-12-20,7.608
Arrival,329865,2016-11-10,7.608
"Steamboat Bill, Jr.",25768,1928-05-09,7.6
Boyz n the Hood,650,1991-07-12,7.6
Sleepers,819,1996-10-18,7.605
The Raid 2,180299,2014-03-27,7.605
Evangelion: 1.0 You Are (Not) Alone,15137,2007-09-01,7.6
Butch Cassidy and the Sundance Kid,642,1969-09-23,7.605
Tangled,38757,2010-11-24,7.604
A Streetcar Named Desire,702,1951-09-19,7.604
Rurouni Kenshin Part II: Kyoto Inferno,221731,2014-08-01,7.601
JFK,820,1991-12-20,7.601
King Kong,244,1933-03-15,7.6
The Irishman,398978,2019-11-01,7.6
Stand and Deliver,29154,1988-03-11,7.6
Sword of the Stranger,13980,2007-09-29,7.6
Laura,1939,1944-10-11,7.6
Twelve Monkeys,63,1995-12-29,7.6
I Still Believe,585244,2020-03-12,7.598
Giant,1712,1956-11-08,7.6
Encanto,568124,2021-10-13,7.598
Beasts of No Nation,283587,2015-09-11,7.598
The Wild Bunch,576,1969-06-19,7.6
Hair Love,589739,2019-08-14,7.6
Yu-Gi-Oh!: The Dark Side of Dimensions,366170,2016-04-23,7.6
The Fault in Our Stars,222935,2014-05-16,7.6
Elevator to the Gallows,1093,1958-01-29,7.6
Toy Story 2,863,1999-10-30,7.597
A Prophet,21575,2009-08-26,7.6
Tombstone,11969,1993-12-25,7.6
Mildred Pierce,3309,1945-10-20,7.6
Barbie in the 12 Dancing Princesses,13002,2006-09-19,7.6
10 Things I Hate About You,4951,1999-03-30,7.6
Changeling,3580,2008-10-24,7.595
Billy Elliot,71,2000-09-28,7.593
Forever My Girl,417261,2018-01-26,7.594
The Anthem of the Heart,364111,2015-09-19,7.594
Ready Player One,333339,2018-03-28,7.594
Zindagi Na Milegi Dobara,61202,2011-07-15,7.594
Sweet Smell of Success,976,1957-07-04,7.6
The Fall,14784,2008-01-03,7.6
The Curious Case of Benjamin Button,4922,2008-12-25,7.591
The Dirty Dozen,1654,1967-06-15,7.6
Out of the Past,678,1947-11-25,7.591
The Greatest Beer Run Ever,597922,2022-09-23,7.594
Ride Your Wave,530079,2019-06-21,7.59
Godzilla vs. Kong,399566,2021-03-24,7.6
Courageous,72213,2011-09-30,7.59
Manon of the Spring,4481,1986-11-19,7.6
The Fallout,795514,2021-03-17,7.6
Thor: Ragnarok,284053,2017-10-02,7.589
Thelma & Louise,1541,1991-05-24,7.6
The Last Samurai,616,2003-12-05,7.589
The Black Phone,756999,2022-06-17,7.588
"Paul, Apostle of Christ",476968,2018-03-23,7.6
The Servant,42987,1963-11-14,7.6
A Short Film About Killing,10754,1988-03-11,7.587
American Gangster,4982,2007-11-02,7.587
I Origins,244267,2014-07-18,7.586
The Big Sleep,910,1946-08-23,7.586
The Wizard of Oz,630,1939-08-15,7.6
Les Misérables,586863,2019-11-14,7.585
Dragon Ball Z: The History of Trunks,39324,1993-02-24,7.585
Carandiru,8440,2003-03-21,7.585
Coach Carter,7214,2005-01-14,7.585
Feel the Beat,707886,2020-06-19,7.584
Spies in Disguise,431693,2019-12-04,7.6
The Big Country,12501,1958-09-30,7.6
Corpse Bride,3933,2005-09-12,7.584
Au Hasard Balthazar,20108,1966-05-25,7.6
Avatar,19995,2009-12-15,7.583
Talk to Her,64,2002-03-15,7.6
Drive,64690,2011-09-15,7.582
Confessions,54186,2010-06-04,7.6
Jules and Jim,1628,1962-01-23,7.6
Our Little Sister,315846,2015-06-13,7.6
The Garden of Words,198375,2013-05-31,7.6
"They Shoot Horses, Don't They?",28145,1969-12-10,7.58
The Holy Mountain,8327,1973-11-29,7.6
Heroic Losers,596054,2019-08-15,7.6
Apocalypto,1579,2006-12-07,7.6
In a Lonely Place,17057,1950-05-17,7.6
Ferris Bueller's Day Off,9377,1986-06-11,7.578
Imagine Me & You,1544,2006-01-27,7.578
Kramer vs. Kramer,12102,1979-12-07,7.6
Searching,489999,2018-08-24,7.6
The Butterfly Effect,1954,2004-01-17,7.576
The Danish Girl,306819,2015-11-27,7.575
Scarlet Street,17058,1945-12-25,7.6
The Hobbit: The Desolation of Smaug,57158,2013-12-11,7.574
Inside Out 2,1022789,2024-06-11,7.6
Eyes Without a Face,31417,1960-01-11,7.576
Gladiator,16219,1992-03-06,7.6
Godzilla Minus One,940721,2023-11-03,7.57
Ex Machina,264660,2015-01-21,7.572
Blade Runner 2049,335984,2017-10-04,7.572
The Sea Inside,1913,2004-09-03,7.572
Moon,17431,2009-06-12,7.57
The Longest Day,9289,1962-09-25,7.57
The Game,2649,1997-09-12,7.57
The Diving Bell and the Butterfly,2013,2007-05-23,7.57
What We Do in the Shadows,246741,2014-06-19,7.6
Poetry,47909,2010-05-13,7.6
They Call Me Trinity,9394,1970-12-22,7.57
Paisan,8429,1946-12-10,7.6
Exhuma,838209,2024-02-22,7.568
Bao,514754,2018-06-15,7.568
Tell It to the Bees,475888,2018-09-09,7.6
Winter Sleep,265169,2014-06-13,7.567
Purple Noon,10363,1960-03-10,7.567
Mary Poppins,433,1964-12-17,7.567
Moana,277834,2016-10-13,7.566
Eat Drink Man Woman,10451,1994-08-03,7.566
My Man Godfrey,13562,1936-09-02,7.6
My Man Godfrey,13562,1936-09-02,7.6
I Am Sam,10950,2001-12-28,7.6
The Seven Deadly Sins: Prisoners of the Sky,507569,2018-08-18,7.564
Halloween,948,1978-10-24,7.6
Dolls,870,2002-10-12,7.564
Happy Together,18329,1997-05-30,7.6
Lost Highway,638,1997-01-15,7.6
Anonymously Yours,899405,2021-12-10,7.561
Hot Fuzz,4638,2007-02-14,7.561
"Girl, Interrupted",3558,1999-12-21,7.561
The Round Up,41411,2010-03-10,7.56
Gandhi,783,1982-12-01,7.56
Gattaca,782,1997-09-07,7.56
The Consequences of Love,24653,2004-09-24,7.559
The Emperor's New Groove,11688,2000-12-15,7.6
Anatomy of a Fall,915935,2023-08-23,7.6
Where the Crawdads Sing,682507,2022-07-14,7.6
Beautiful Boy,451915,2018-10-12,7.6
Casino Royale,36557,2006-11-14,7.556
The Hand of God,722778,2021-11-24,7.555
Moulin Rouge!,824,2001-05-18,7.555
Treasure Planet,9016,2002-11-26,7.6
The Fifth Element,18,1997-05-02,7.554
The Bad Guys,629542,2022-03-17,7.553
The Body,111083,2012-12-21,7.553
Guess Who's Coming to Dinner,1879,1967-12-11,7.6
The Call of the Wild,481848,2020-02-19,7.552
Cinderella Man,921,2005-06-02,7.6
"Good Bye, Lenin!",338,2003-02-13,7.6
